corp_code,stock_code,corp_name
00317681,059210,메타바이오메드
00326731,064550,바이오니아
00349060,042520,한스바이오메드
00447007,260660,알리코제약
00608440,340570,티앤엘
00767628,138610,나이벡
00971726,153710,옵티팜
01063954,253840,수젠텍
00226547,053980,오상자이엘
01161432,199550,레이저옵텍
01784394,465770,STX그린로지스
00108038,004250,엔피씨
00228059,084110,휴온스글로벌
00242934,083550,케이엠
01152470,263750,펄어비스
01569838,388800,유진기업인수목적7호
01700587,462350,이노스페이스
00247975,036830,솔브레인홀딩스
01663639,430700,유안타제9호기업인수목적
01275489,308430,셀비온
00962393,318020,포인트모바일
00764807,183410,골프존클라우드
00158909,004940,하나은행
00763358,136510,스마트솔루션즈
01801822,473950,SK증권제13호스팩
00109754,005750,대림바스
00521390,144960,뉴파워프라즈마
00878915,139130,iM금융지주
00263654,039200,오스코텍
00983916,187420,HLB제넥스
01877126,487720,키움제10호스팩
00256955,055490,테이팩스
00128412,005500,삼진제약
00164973,001450,현대해상
00606770,094850,참좋은여행
01592049,455900,엔젤로보틱스
00536541,086520,에코프로
00492353,170790,파이오링크
00374738,065370,위세아이텍
01817249,477470,미래에셋비전스팩5호
01250374,275630,에스에스알
00353230,060910,프리젠
01051472,229000,젠큐릭스
00688996,105560,KB금융
00296078,054620,APS
00871833,237690,에스티팜
01686427,464080,에스오에스랩
01412938,322190,베른
00151128,009680,모토닉
01586172,400840,하이제7호기업인수목적
01834194,481890,엔에이치스팩31호
01675014,438220,대신밸런스제13호기업인수목적
01845534,482690,대신밸런스제19호스팩
01445440,459100,위츠
01498576,389680,유디엠텍
00155355,017810,풀무원
00300405,065500,오리엔트정공
00150439,003780,진양산업
00112998,031210,서울보증보험
00277736,046110,한일네트웍스
00661847,133820,화인베스틸
01105153,454910,두산로보틱스
00960641,168490,한국투자패러랠유전해외자원개발특별자산투자회사1호(지분증권)
00447575,204270,제이앤티씨
00480783,091580,상신이디피
01590528,450950,아스테라시스
00526599,145720,덴티움
01612608,419270,신영해피투모로우제7호기업인수목적
01678312,460470,아이빔테크놀로지
01873272,489480,키움제11호스팩
01374717,475460,미트박스
01872219,493790,유안타제17호스팩
00186799,044490,태웅
00965813,201490,미투온
01168143,900280,케이만금세기차륜집단유한공사
00486705,139990,아주스틸
01619513,422040,엔에이치기업인수목적23호
00321204,076340,지에이이노더스
00527002,127980,화인써키트
01492217,373110,엑셀세라퓨틱스
00173698,002700,신일전자
01020524,234920,자이글
00161408,021960,케이비캐피탈
00114792,001230,동국홀딩스
00135999,001000,신라섬유
01458161,484810,티엑스알로보틱스
00126186,018260,삼성에스디에스
00107987,025860,남해화학
00863533,482630,삼양엔씨켐
00223762,043610,KT지니뮤직
01526806,419050,삼기에너지솔루션즈
01688896,448730,삼성FN리츠
01854392,488060,유진스팩11호
00958327,382800,지앤비에스 에코
00156442,004590,한국가구
00206686,042040,케이피엠테크
00216647,030530,원익홀딩스
00222435,033050,제이엠아이
00267854,014100,메디앙스
00346407,040350,크레오에스지
01881800,498390,한화플러스제5호스팩
00657002,200710,에이디테크놀로지
00141671,010470,오리콤
00149354,001630,종근당홀딩스
00152862,002020,코오롱
00357740,060250,NHN KCP
00384762,065690,파커스
00466428,074430,아미노로직스
00129509,014130,한익스프레스
01372782,356680,엑스게이트
01453944,457600,벡트
00223513,033320,제이씨현시스템
00121534,023150,MH에탄올
00366845,065130,탑엔지니어링
00126292,029780,삼성카드
00137252,008040,사조동아원
01796858,472220,신영스팩10호
00140177,007070,GS리테일
01813377,477340,에이치엠씨제7호스팩
00150633,013890,지누스
00556907,088800,에이스테크
00665676,127710,아시아경제
00666204,217190,제너셈
00799539,122310,제노레이
01105621,227950,엔투텍
01112889,239890,피엔에이치테크
00355089,045340,토탈소프트
00958664,162300,신스틸
00140168,035000,HS애드
01262458,282690,동아타이어공업
01423916,382150,온코크로스
01472930,417860,오브젠
01579570,418250,시큐레터
01093007,229640,LS에코에너지
01203808,265520,AP시스템
01616482,418210,신한제10호기업인수목적
00765897,448900,한국피아이엠
00301112,046390,삼화네트웍스
01408999,336060,웨이버스
01023211,209640,와이제이링크
00155258,058430,포스코스틸리온
00155276,003670,포스코퓨처엠
00204208,027740,마니커
00377610,058650,세아홀딩스
01032413,195870,해성디에스
01316254,298050,HS효성첨단소재
00927558,206650,유바이오로직스
00414540,114920,대주이엔티
00574611,099220,SDN
00613318,122870,와이지엔터테인먼트
00127699,064510,유네코
00638539,126870,앤에스
01363924,331660,한국미라클피플사
01563922,413390,엠오티
01819867,478440,미래에셋비전스팩6호
00423609,068870,LG생명과학
00113234,001790,대한제당
00140566,002680,한탑
00121941,001680,대상
00192499,027710,팜스토리
00241209,033200,모아텍
00242378,035810,이지홀딩스
00370006,052220,iMBC
00142661,006980,우성
01226270,352090,스톰테크
00156691,005430,한국공항
00158149,002960,한국쉘석유
00303794,086980,쇼박스
00127158,004920,씨아이테크
00220622,065710,서호전기
00446831,084450,세실
01714997,481850,신한글로벌액티브리츠
00681373,197140,디지캡
01353024,317240,TS트릴리온
00445841,086960,MDS테크
00446479,070480,신비앤텍
00370255,064520,테크엘
00298447,052710,아모텍
00863038,313760,캐리
00291152,041500,디비엘
01492688,362990,드림인사이트
01841635,482680,미래에셋비전스팩7호
01153105,318410,비비씨
00816933,285800,진영
00149345,002600,조흥
00449254,099320,쎄트렉아이
00545734,092040,아미코젠
00560849,260970,에스앤디
00428321,101530,해태제과식품
00397252,067000,조이시티
00435969,071200,인피니트헬스케어
01604371,415580,상상인제3호기업인수목적
00108913,019680,대교
00254045,000030,우리은행
00929778,199870,배터리솔루션즈
01117918,258250,셀젠텍
01168684,253450,스튜디오드래곤
00576798,110990,디아이티
00592653,089850,유비벨록스
00116824,000640,동아쏘시오홀딩스
00104102,010050,우리종합금융
00956930,170900,동아에스티
01601222,413630,씨피시스템
00301015,044070,한서제약
00301626,057330,플래닛팔이
00299844,254490,미래반도체
00650771,160190,하이젠알앤엠
00579139,222980,한국맥널티
00855093,136490,선진
00986898,318010,팜스빌
01167056,248170,샘표식품
01205329,264900,크라운제과
01613281,418170,하나금융22호기업인수목적
01632912,476060,온코닉테라퓨틱스
00101488,009450,경동나비엔
00158565,017890,한국알콜
00184667,023410,유진기업
00200910,031310,아이즈비전
00125521,005850,에스엘
00131832,006120,SK디스커버리
00329093,047770,코데즈컴바인
00528515,092460,한라IMS
00145190,003460,유화증권
01851650,486630,KB제30호스팩
00910202,178600,대동고려삼
00317089,066930,한국애보트진단
00442154,126880,제이엔케이글로벌
01085187,236030,씨알푸드
01453670,353190,휴럼
00101549,011040,경동제약
00103015,014570,고려제약
00113128,023910,대한약품
00114686,006620,동구바이오제약
00114808,086450,동국제약
00455981,080000,에스엔유프리시젼
00540863,083450,GST
00156488,005010,휴스틸
00614478,200670,휴메딕스
00656289,222040,코스맥스엔비티
00991298,189330,씨이랩
00106614,092440,기신정기
00557933,088790,진도
01663569,450330,하스
01018617,200580,메디쎄이
01110182,246960,SCL사이언스
00122551,035150,백산
00140946,009180,한솔로지스틱스
00139205,001540,안국약품
00534598,372910,한컴라이프케어
00329084,047940,비엔디
00334493,050470,씨티앤티
00334615,038710,콜마파마
00349787,054020,지케이파워
00577016,050960,수산아이앤티
00123718,003000,부광약품
00126414,001360,삼성제약
00126788,009300,삼아제약
00136448,002800,신신제약
00137058,012790,신일제약
00141149,003520,영진약품
00144818,000220,유유제약
00158963,033270,유나이티드
00161046,002390,한독
00167192,005720,넥센
01098792,226340,본느
01181807,308100,형지글로벌
01211232,282880,코윈테크
00854997,137310,에스디바이오센서
00157399,004710,한솔테크닉스
00549925,085370,루트로닉
00356158,053330,영진코퍼레이션
01605282,464580,닷밀
00164706,004310,현대약품
00166573,016580,환인제약
00210740,067080,대화제약
00216027,053030,바이넥스
00231831,034940,조아제약
00256043,200780,비씨월드제약
00533809,354390,바스칸바이오제약
00541349,068760,셀트리온제약
00765851,330350,위더스제약
00359395,084990,헬릭스미스
01601286,412930,미래에셋비전기업인수목적1호
00937324,161390,한국타이어앤테크놀로지
01245062,950160,코오롱티슈진
01108099,227840,현대코퍼레이션홀딩스
01290381,347740,피엔케이피부임상연구센타
00446901,126730,코칩
01798722,473000,SK증권제12호스팩
00992871,185750,종근당
01012066,195940,HK이노엔
00148832,006220,제주은행
00109310,008830,대동기어
00128111,009520,포스코엠텍
00130763,046890,서울반도체
00219574,044820,코스맥스비티아이
00153375,023160,태광
00156910,019550,SBI인베스트먼트
00589127,092220,KEC
01009789,192820,코스맥스
01412725,336260,두산퓨얼셀
00488402,092190,서울바이오시스
00245898,050320,에스에이치엔엘
00668965,311320,지오엘리먼트
01573974,391060,엔에이치기업인수목적20호
00249894,066700,테라젠이텍스
01165155,250060,모비스
00184889,039020,이건홀딩스
00899556,147830,제룡산업
01807747,474930,신한제13호스팩
01809569,474660,신한제12호스팩
00188122,036280,남산물산
00109453,067250,케이조선
00117966,013120,동원개발
00122481,014580,태경비케이
01274329,365340,성일하이텍
00162072,011700,한신기계공업
01689266,431190,케이쓰리아이
00121154,009780,엠에스씨
00141307,000670,영풍
00158219,033170,시그네틱스
00157991,004090,한국석유공업
00259590,035620,바른손이앤에이
00262266,437730,삼현
00267906,019010,베뉴지
00203315,036420,콘텐트리중앙
01008762,194480,데브시스터즈
00175173,031510,오스템
00253985,066620,국보디자인
00126779,006110,삼아알미늄
00138516,008700,아남전자
00191472,025000,KPX케미칼
00788773,096530,씨젠
01582228,397880,교보11호기업인수목적
01553129,420570,제이투케이바이오
00367376,064060,사이노젠
00104856,016360,삼성증권
00105961,011070,LG이노텍
00126256,032830,삼성생명
00415707,069410,엔텔스
00126478,010140,삼성중공업
00136378,004170,신세계
00137997,001500,현대차증권
00166519,000850,화천기공
01663116,163280,에어레인
00400121,069330,유아이디
00166333,086250,화신테크
00819374,190510,나무가
01109070,238200,비피도
01593242,406760,하나금융21호기업인수목적
00148470,199820,제일일렉트릭
01436558,404990,신한서부티엔디리츠
00103006,002240,고려제강
00105466,021320,KCC건설
00109037,027830,대성창투
00113614,016090,대현
00525934,108320,LX세미콘
00146861,033240,자화전자
00317104,171120,라이온켐텍
00346610,056090,시지메드텍
00372226,131290,티에스이
00361488,078000,텔코웨어
00852087,134790,시디즈
00494476,088390,이녹스
00535481,109610,에스와이
00540447,086390,유니테스트
01493793,360350,코셈
01448544,471820,셀로맥스사이언스
00355548,053590,한국테크놀로지
01114559,286000,씨엔티드림
00117188,004800,효성
00117601,003470,유안타증권
00169215,019990,에너토크
00187725,015710,코콤
00131939,007610,선도전기
00159573,000970,한국주철관공업
00246620,039420,케이엘넷
00477257,078650,지나인제약
00273615,030790,비케이탑스
01128622,239340,이스트에이드
00129642,041650,상신브레이크
00137368,002870,신풍
00547510,199800,툴젠
00573269,096630,에스코넥
00657987,122450,KX
00675594,187220,디티앤씨
01217795,432980,엠에프씨
01237540,272290,이녹스첨단소재
01390399,328380,솔트웨어
00367604,063440,SM Life Design
00125743,004560,현대비앤지스틸
00656951,090850,현대이지웰
00130684,017390,서울도시가스
00155212,022100,포스코DX
01027828,445180,퓨릿
00250137,065530,와이어블
00261957,039740,한국정보공학
00269889,040160,누리플렉스
00408336,062580,인산가
01025644,217730,강스템바이오텍
00475985,048870,시너지이노베이션
00138598,036010,아비코전자
00297448,041590,플래스크
00578130,149300,아퓨어스
01118281,304840,피플바이오
01709065,477850,마키나락스
01724338,454750,하나28호기업인수목적
01882845,499790,GS피앤엘
01466832,403360,라피치
01579020,456570,아이엠지티
00676122,155960,지디
01071944,218150,미래생명자원
00164672,006390,한일현대시멘트
01933981,0068Y0,비엔케이제3호스팩
01782004,380550,뉴로핏
01263022,282330,BGF리테일
00219097,027410,BGF
01335143,376900,로킷헬스케어
00161426,008930,한미사이언스
01068658,217620,선샤인푸드
00656021,139050,비에프랩스
01046203,204630,로아앤코홀딩스
00268011,033550,일레덱스홀딩스
00814582,336680,탑런토탈솔루션
01760738,456040,OCI
01602638,430690,한싹
01011562,194610,우성아이비
00942131,238090,앤디포스
00410739,057880,푸른소나무
00148461,001560,제일연마
00151447,001490,천지산업
00385363,065450,빅텍
00119195,000020,동화약품
00265421,037330,인지디스플레
00914341,309710,아이티켐
00106623,011210,현대위아
00172228,085310,엔케이
00416414,089140,넥스턴앤롤코리아
00659161,160980,싸이맥스
01692321,446190,미래에셋비전기업인수목적2호
00631518,096770,SK이노베이션
01712616,451700,엔에이치기업인수목적29호
01596221,0017J0,세미티에스
01682740,442770,아이비케이에스제21호기업인수목적
01466373,459550,알트
00976615,217880,틸론
00204642,033830,티비씨
00288495,060560,HC홈센타
00568461,225530,HC보광산업
00938688,950110,SBI핀테크솔루션즈
00203847,060480,국일신동
00104810,007720,소노스퀘어
00125974,001470,삼부토건
00375931,060150,인선이엔티
00885906,148930,에이치와이티씨
01397903,354200,엔젠바이오
00519252,089230,THE E&M
01405585,335870,윙스풋
00145914,017250,인터엠
00208134,058400,KNN
01099667,217480,에스디생명공학
00667425,200470,에이팩트
00121969,023960,에쓰씨엔지니어링
00977650,182400,엔케이젠바이오텍코리아
00440712,073570,리튬포어스
00103635,014200,광림
01700921,448740,삼성기업인수목적8호
00128980,010960,삼호개발
00291860,044060,조광아이엘아이
00159616,034020,두산에너빌리티
00164742,005380,현대자동차
01310269,294870,IPARK현대산업개발
00524421,095610,테스
00677334,102950,아하
00966168,263690,디알젬
00683061,125490,한라캐스트
01957909,0115H0,삼성스팩13호
01724709,455250,케이비제25호기업인수목적
01584934,417180,핑거스토리
01259418,290670,대보마그네틱
00486875,103840,우양
00356370,051900,LG생활건강
00220109,043100,알파AI
01571107,394280,오픈엣지테크놀로지
01946532,0096B0,삼성스팩12호
00560982,086820,바이오솔루션
01885222,0030R0,대신밸류리츠
01267967,305090,마이크로디지탈
01696451,442310,대신밸런스제14호기업인수목적
01677678,440790,교보13호기업인수목적
01867758,489790,한화비전
00693554,104480,티케이케미칼
00349097,053210,케이티스카이라이프
00422895,067830,세이브존I&C
00122205,018700,졸스
00372873,058860,KTis
00537832,094940,푸른로보틱스
00372882,058850,KTcs
01116265,140430,카티스
00571483,138080,오이솔루션
01512575,384470,코어라인소프트
01506617,394800,쓰리빌리언
00874937,180060,탑선
00356839,054180,메디콕스
01817920,0015S0,페스카로
00100939,000860,강남제비스코
00135777,016590,신대양제지
00229021,033230,인성정보
00146296,007110,일신석재
00562360,097780,에코볼트
01219155,311390,네오크레마
01326279,307180,아이엘
01534577,362320,청담글로벌
00114154,024900,디와이덕양
01965324,0126Z0,삼성에피스홀딩스
00390408,064090,인크레더블버즈
00154426,003560,아이에이치큐
00137207,011330,유니켐
00109268,048470,대동스틸
00426086,069260,티케이지휴켐스
00303703,065770,CS
00336817,047920,HLB제약
00899459,228850,레이언스
00522007,110790,크리스에프앤씨
00108649,048770,TPC로보틱스
00287812,038870,에코심플렉스
00526951,095190,신화프리텍
01157846,188040,바이오포트
00149770,000440,중앙에너비스
00116806,012760,하스코
00442631,116100,태양기계
00197759,025560,미래산업
00962922,222110,팬젠
00146232,013360,일성건설
00298377,040910,아이씨디
00638487,150900,파수AI
00809429,123840,뉴온
00958451,452280,한선엔지니어링
01182408,258790,소프트캠프
01495180,388870,파로스아이바이오
00153524,011280,태림포장
01294110,0008Z0,에스엔시스
00362441,307950,현대오토에버
00111704,042660,한화오션
01549472,393970,대진첨단소재
00169048,003580,HLB글로벌
00296290,039490,키움증권
01117246,278990,EMB
00645089,104200,NHN벅스
01210190,348030,모비릭스
00238977,134780,에스엠화진
00983934,289010,아이스크림에듀
01185867,341170,퓨쳐메디신
00117577,001800,오리온홀딩스
00351375,060260,뉴보텍
01203312,279570,케이뱅크
00791209,118000,메타케어
00627029,099520,DGI
01084294,353590,오토앤
00521433,093510,엔지브이아이
00580065,101160,월덱스
00231044,032820,우리기술
00113544,003830,대한화섬
00163673,003480,한진중공업홀딩스
00624998,123330,제닉
00123772,001270,부국증권
00128607,024950,삼천리자전거
00206039,039240,경남스틸
00163716,005110,한창
01244601,377300,카카오페이
01136977,439090,마녀공장
01412822,336370,솔루스첨단소재
00232821,036170,에이치엠넥스
00110431,067290,JW신약
00608316,131220,대한과학
01785551,464680,케이비제27호기업인수목적
00860730,140910,에이자기관리부동산투자회사
00162081,019560,한국투자파트너스
00632845,104620,노랑풍선
01513440,368770,파이버프로
00977641,149980,하이로닉
01063556,233990,질경이
00127200,005680,삼영전자공업
00578325,092590,럭스피아
01166109,250930,예선테크
00124799,007160,사조산업
00260657,036220,오상헬스케어
00264714,040610,SG&G
00666329,176590,코나솔
00361008,082740,한화엔진
01217865,377220,프롬바이오
00109019,005270,아이엠뱅크
00201450,068400,에스케이렌터카
00177320,036480,대성미생물
00384887,071670,에이테크솔루션
00549891,214370,케어젠
01462739,413640,비아이매트릭스
00495554,090740,와이앤넥스트
00407294,088340,유라클
00990262,150440,피노텍
00152589,027050,코리아나
00145738,024810,이화전기공업
00405506,361670,삼영에스앤씨
01206717,448780,마이크로엔엑스
01133217,323410,카카오뱅크
00579980,084850,아이티엠반도체
00497631,081150,티플랙스
00874803,211270,AP위성
00875237,352700,씨앤투스
01311055,294570,쿠콘
01327746,310210,보로노이
01806951,472850,폰드그룹
01325979,306200,세아제강
00110893,003540,대신증권
00115676,016380,KG스틸
00225742,060370,LS마린솔루션
00120030,006360,GS건설
00245694,111710,남화산업
00128555,004690,삼천리
00255275,078150,HB테크놀러지
00134510,033530,SJG세종
00166315,010690,화신
00330424,078020,LS증권
00415327,072020,중앙백신
00191588,023000,삼원강재
00453442,059270,해성에어로보틱스
00222532,037560,LG헬로비전
00524786,086670,비엠티
00300548,079430,현대리바트
00406046,071970,HD현대마린엔진
00530185,102710,이엔에프테크놀로지
00366438,062040,산일전기
00244561,035080,그래디언트
01015160,332570,PS일렉트로닉스
01109122,258540,에스엘테라퓨틱스
01292291,440110,파두
00235147,073070,에이팸
00377018,049080,기가레인
00671376,091810,트리니티항공
01565364,487580,폴레드
01467336,368030,창대정밀
01671285,464490,쿼드메디슨
01455410,387570,파인메딕스
01016309,457370,한켐
01214248,270870,뉴트리
01818682,479880,한국제15호스팩
01101722,226440,시스네오텍
01246742,258050,테크트랜스
00359261,072950,빛샘전자
00178790,079960,동양이엔피
00410915,063170,서울옥션
00155692,037400,우리엔터프라이즈
00308896,068940,셀피글로벌
00643656,101730,위메이드맥스
01012987,357580,아모센스
00635134,097950,CJ제일제당
01113754,241790,티이엠씨씨엔에스
00759513,108670,LX하우시스
01144569,257370,피엔티엠에스
01194689,443060,HD현대마린솔루션
01409022,187660,페니트리움바이오
01267170,285130,SK케미칼
01480780,400760,NH올원리츠
00127042,002170,SYTS
00137915,007820,엠엑스로보틱스
00670766,347890,엠엑스온
01407158,333050,이노테나
01588189,475400,씨메스로보틱스
01605529,438700,버넥트
00255044,039010,현대에이치티
00869272,189860,서전기전
00219361,034810,해성산업
01293485,381620,제닉스로보틱스
00217743,039610,화성밸브
01189438,278650,HLB바이오스텝
00454946,083420,그린케미칼
00123143,003850,보령
01259311,290720,푸드나무
00156150,019490,엑시큐어하이트론
00259934,036000,예림당
00144252,000910,유니온
00156600,198940,한주라이트메탈
00160843,000990,DB하이텍
00626464,119850,지엔씨에너지
00687711,104700,한국철강
01725577,455910,에스케이증권제9호기업인수목적
01551042,397810,애드포러스
01214743,298540,더네이쳐홀딩스
00624518,154040,다산솔루에타
00493185,090470,제이스로보틱스
01921199,0070X0,에스테크엠
01065679,215790,이노인스트루먼트
01175499,377460,큐에이드
01329957,307750,국전
00911955,226320,잇츠한불
00160302,005420,코스모화학
01594791,459510,나우로보틱스
00158015,025550,한국선재
00117726,092780,DYP
01146822,262840,아이퀘스트
01762569,457190,이수스페셜티케미컬
00122472,001340,PKC
00606886,183490,엔지켐생명과학
01110076,230980,비유테크놀러지
01976418,0134X0,대신밸런스제20호스팩
01430475,357120,코람코라이프인프라리츠
00989327,183350,엘피케이로보틱스
00154329,007980,TP
01585155,440320,오픈놀
00164478,000720,현대건설
00401731,066570,LG전자
00189538,032580,피델릭스
01060744,213500,한솔제지
00463342,041910,폴라리스AI파마
01060814,272550,삼양패키징
01316227,298020,효성티앤씨
01506848,419540,비스토스
01063884,215090,솔디펜스
00353018,058530,헬스커넥트
01153293,322510,제이엘케이
01712485,450140,코오롱모빌리티그룹
00561866,115390,락앤락
00659684,174880,장원테크
00306454,053300,한국정보인증
00648721,100840,SNT에너지
00493510,085670,뉴프렉스
00799070,900110,딥커머스
00971090,263540,어스앤에어로스페이스
00109514,004870,티웨이홀딩스
01238169,271560,오리온
00923826,178780,일월지엠엘
00134176,013000,세우글로벌
00113225,084010,대한제강
00545929,095700,제넥신
00339391,272210,한화시스템
00838500,900140,엘브이엠씨
00129989,005070,코스모신소재
01755259,0117P0,피스피스스튜디오
01109937,246710,티앤알바이오팹
00163345,012030,DB
00411048,101490,에스앤에스텍
00148276,030000,제일기획
00365989,070960,모나용평
00319272,458650,성우
01767494,462020,에이치엠씨아이비제6호기업인수목적
01785056,466910,엔에이치기업인수목적30호
01101254,288180,케이피항공산업
01671197,435870,에스케이증권제8호기업인수목적
01731453,456440,디비금융제11호기업인수목적
00128315,037460,삼지전자
00146560,019540,일지테크
00105101,015360,INVENI
00101752,025880,케이씨피드
00309503,047810,한국항공우주
00161462,021080,에이티넘인베스트
00245472,064760,티씨케이
00363769,063570,NICE인프라
01210677,480370,씨케이솔루션
01380578,484120,도우인시스
01182240,267790,배럴
00162461,009830,한화솔루션
00763701,234340,헥토파이낸셜
00110060,026970,대백저축은행
01135057,234690,녹십자웰빙
01246034,290660,다이나믹솔루션
01419205,460940,피앤에스로보틱스
01468061,443250,레뷰코퍼레이션
01279698,0011T0,채비
01082418,419530,SAMG엔터
00831428,131030,옵투스제약
01649204,483650,달바글로벌
00137289,041520,이엘씨
00520887,100220,비상교육
00548519,086460,큐러블
00302582,071850,캐스텍코리아
01784677,466690,키움히어로제1호스팩
00158501,012750,에스원
01859500,493280,아이엠바이오로직스
00159786,014830,유니드
00508274,081000,일진다이아
00544452,088260,이리츠코크렙
00683469,103590,일진전기
00972503,271940,일진하이솔루스
01234297,268280,미원에스씨
01689336,445360,비엔케이제1호기업인수목적
01708163,475230,엔알비
00200275,040300,YTN
00381756,125020,티씨머티리얼즈
01688568,468530,프로티나
01454341,367000,플래티어
01049167,214610,롤링스톤
00413046,068270,셀트리온
00228536,041440,현대에버다임
01211889,261520,이지스
01267550,288490,나라소프트
00480756,096040,이트론
00144720,011690,와이투솔루션
00203290,024720,콜마홀딩스
00816696,136660,큐엠씨
00297934,051380,피씨디렉트
00161709,016800,퍼시스
00304076,053080,케이엔솔
00165583,017940,E1
00309831,061040,알에프텍
00363927,053290,NE능률
00225159,036530,SNT홀딩스
00407814,083790,CG인바이츠
00404701,123890,한국자산신탁
00486370,080470,성창오토텍
00633835,097230,HJ중공업
00523936,297890,HB솔루션
00706715,107590,미원홀딩스
00104519,001140,국보
01872893,495900,에이엠시지
01335790,308080,바이젠셀
01622331,424760,벨로크
00157104,008110,대동전자
00552859,115450,HLB테라퓨틱스
01188730,260870,SK시그넷
00862853,237820,플레이디
00919966,215600,신라젠
00970453,214450,파마리서치
01038693,203650,드림시큐리티
01067516,215000,골프존
01311408,450080,에코프로머티
00106456,014590,지앤엘
00945208,161570,더미동
01185566,263920,휴엠앤씨
00924931,0004V0,엔비알모션
00788737,134060,이퓨쳐
01584183,432720,퀄리타스반도체
00803425,123410,코리아에프티
00180263,016100,리더스코스메틱
01902990,0037T0,KB제32호스팩
00340917,049770,동원F&B
00653194,109960,앱토크롬
00888347,145020,휴젤
00136165,013810,스페코
01436479,393210,토마토시스템
01508855,369370,블리츠웨이엔터테인먼트
01511558,950220,네오이뮨텍
01555215,424960,스마트레이더시스템
01575839,405000,플라즈맵
00141626,002630,오리엔트바이오
00193328,126720,수산인더스트리
00113207,001440,대한전선
00896753,159910,에코글로우
01201970,352770,셀레스트라
01316236,298000,효성화학
00580667,091340,S&K폴리텍
00318662,056730,CNT85
00147772,045510,정원엔시스
01706794,464500,아이언디바이스
00146454,007570,일양약품
00302926,064350,현대로템
00141282,001890,아이파크영창
00360142,122900,아이마켓코리아
01670675,435380,유안타제10호기업인수목적
00605124,117670,알파칩스
00144012,008370,원풍
00130772,034120,SBS
00110307,031990,대선조선
00392691,064800,포니링크
01026157,403550,쏘카
01700374,448370,하나27호기업인수목적
01786958,494120,큐리오시스
01203659,424870,이뮨온시아
01705625,450050,하이제8호기업인수목적
00124106,005280,부산은행
00117230,002900,TYM
00147152,011320,유니크
00153393,003240,태광산업
00366942,059090,미코
00369569,050090,비케이홀딩스
00173795,004080,신흥
00762377,103660,씨앗
01251595,293780,압타바이오
01507722,402420,켈스
01869710,0007J0,인벤테라
00609315,096640,멜파스
00681249,115480,씨유메디칼
00620868,124500,아이티센글로벌
00122728,002480,범양사
00506294,079940,가비아
00923792,168330,내츄럴엔도텍
01429840,372800,아이티아이즈
00164362,008800,행남사
00493325,172670,에이엘티
00267942,016600,큐캐피탈
00535746,063080,컴투스홀딩스
00261054,037370,EG
00145686,000760,이화산업
00400857,078520,에이블씨엔씨
00151863,012600,청호ICT
00127802,004380,삼익THK
00149947,001060,JW중외제약
01562589,383800,LX홀딩스
01194607,488900,비츠로넥스텍
00399694,067160,SOOP
01719105,452980,신한제11호기업인수목적
00158024,024840,KBI메탈
00173449,044480,빌리언스
00256502,045660,에이텍
00271501,045970,코아시아
00145163,005690,파미셀
00152385,007460,에이프로젠
00305570,043710,코스리거글로벌
00261443,036570,NC
00371740,066670,디티씨
00404941,098070,한텍
00409964,106190,하이텍팜
00530413,224060,더코디
01041828,950170,JTC
00107224,008350,남선알미늄
00117629,008970,KBI동양철관
00174527,002460,HS화성
00307037,065310,더스텔라
01696275,446750,하나26호기업인수목적
00160010,021650,한국큐빅
01221752,388610,지에프씨생명과학
01504211,462510,라메디텍
00108135,005250,녹십자홀딩스
00411808,418550,제이오
00125530,005610,삼립
01964246,0131D0,키움히어로제2호스팩
00129679,006280,녹십자
00991225,302920,더콘텐츠온
00407036,067370,선바이오
00541437,104540,코렌텍
00585608,119860,커넥트웨이브
00162063,004960,한신공영
00554352,175250,아이큐어
01622720,432320,KB스타리츠
00619640,101360,에코앤드림
00907013,152550,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권)
00366517,112190,KC산업
00787057,115160,휴맥스
00813389,177350,베셀
00842619,141080,리가켐바이오
01381391,443670,에스피소프트
01445024,408470,한패스
00115694,016610,DB증권
00138242,003620,KG모빌리티
01299106,403490,우듬지팜
01513699,389140,포바이포
00244455,033780,케이티앤지
01028164,192530,광주은행
00867849,173130,오파스넷
00525679,085660,차바이오텍
01053540,220100,퓨쳐켐
01706819,450940,유안타제14호기업인수목적
01229240,296520,가이아코퍼레이션
00356802,060280,큐렉소
01035678,193250,링크드
01049422,208640,썸에이지
00107598,003920,남양유업
01236532,273060,와이즈버즈
00302078,050540,엠피씨플러스
00298270,053800,안랩
00105873,034220,LG디스플레이
00367482,069540,빛과전자
00876865,212560,네오오토
01702017,446070,유니드비티플러스
00141404,006740,블루산업개발
00164876,003450,케이비증권
00111218,044180,KD
01223219,312610,에이에프더블류
01227039,288330,파라택시스코리아
00479705,079190,케스피온
01724417,454640,하나29호기업인수목적
01042650,115180,큐리언트
00523176,086220,광동헬스바이오
00126362,006400,삼성SDI
00787376,117580,대성에너지
01573336,475960,토모큐브
01875146,496070,신한제16호스팩
01089350,220260,켐트로스
01359815,320000,한울반도체
00815369,123700,에스제이엠
00136642,019590,에스유앤피
01020843,217820,원익피앤이
01669794,403810,아이엘로보틱스
00126308,028050,삼성E&A
00121543,033920,무학
00336297,049720,고려신용정보
00815095,153490,우리이앤엘하루틴
00556712,238490,힘스
